Date,Open,High,Low,Close,Volume,Report
2013-09-19,459.5,460.5,460.5,460.5,88358,0
2013-09-20,450.5,460,450.5,451,110239,0
2013-09-23,453,453.25,453.25,453.25,104703.8,0
2013-09-24,448,448.5,448.5,448.5,99168.6,0
2013-09-25,454.25,454.25,454.25,454.25,93633.4,0
2013-09-26,455.75,457.25,457.25,457.25,88098.2,0
2013-09-27,453.25,459,453,454,82563,0
2013-09-30,441,442,442,442,80303.2,0
2013-10-01,439,439.5,439.5,439.5,78043.4,0
2013-10-02,439,439,439,439,75783.6,0
2013-10-03,439,439.25,439.25,439.25,73523.8,0
2013-10-04,444.75,443.75,438.75,443.25,71264,0
2013-10-07,448.5,449.25,449.25,449.25,74878.6,0
2013-10-08,441.5,441.25,441.25,441.25,78493.2,0
2013-10-09,443,444,444,444,82107.8,0
2013-10-10,437.25,439,439,439,85722.4,0
2013-10-11,433,437,432.5,433.25,89337,0
2013-10-14,437,437,437,437,92576,0
2013-10-15,443,443.75,443.75,443.75,95815,0
2013-10-16,442,441.75,441.75,441.75,99054,0
2013-10-17,442,443.5,443.5,443.5,102293,0
2013-10-18,440.5,447.75,440.75,441.5,105532,0
2013-10-21,443.75,444.25,444.25,444.25,105004.6,0
2013-10-22,438,438,438,438,104477.2,0
2013-10-23,442.25,442.75,442.75,442.75,103949.8,0
2013-10-24,440,440.5,440.5,440.5,103422.4,0
2013-10-25,440,442,439.5,440,102895,0
2013-10-28,430.5,430.5,430.5,430.5,114836.6,0
2013-10-29,432,432.75,432.75,432.75,126778.2,0
2013-10-30,430,430,430,430,138719.8,0
2013-10-31,428,428,428,428,150661.4,1
2013-11-01,427,429.75,425.75,427.25,162603,0
2013-11-04,425.5,426.25,426.25,426.25,199951,0
2013-11-05,424.75,425.75,425.75,425.75,237299,0
2013-11-06,421,421,421,421,274647,0
2013-11-07,420,420.75,420.75,420.75,311995,0
2013-11-08,425,429.5,415.5,426.75,349343,1
2013-11-11,434,435,435,435,320120,0
2013-11-12,432,432.25,432.25,432.25,290897,0
2013-11-13,429.75,430.25,430.25,430.25,261674,0
2013-11-14,426.25,426,426,426,232451,0
2013-11-15,421.5,430,421.5,422,203228,0
2013-11-18,412,412,412,412,193370,0
2013-11-19,417,418,418,418,183512,0
2013-11-20,416.5,416.5,416.5,416.5,173654,0
2013-11-21,422,422.5,422.5,422.5,163796,0
2013-11-22,420.75,426.75,420.5,422.25,153938,0
2013-11-25,424.5,424.75,424.75,424.75,140867.333333333,0
2013-11-26,418.5,417.75,417.75,417.75,127796.666666667,0
2013-11-27,420,422.25,416.25,417.25,114726,0
2013-11-28,417.25,417.25,417.25,417.25,67170.5,0
2013-11-29,418.75,419.5,413,415.25,19615,0
2013-12-02,416,416.75,416.75,416.75,15992,0
2013-12-03,423,422,422,422,12369,0
2013-12-04,426.25,425.5,425.5,425.5,8746,0
2013-12-05,423,423,423,423,5123,0
2013-12-06,422.5,425,419.5,424,1500,0
2013-12-09,428,429,429,429,2286,0
2013-12-10,426.75,431.25,421.75,427.5,3072,1
2013-12-11,428.25,432,426,431.25,1767,0
2013-12-12,431.25,431.75,424.25,428.25,1626,0
2013-12-13,430,430,420.5,420.5,294,0
2013-12-16,423,426.5,420.5,423.25,103672,0
2013-12-17,426,429,422,426.75,80091,0
2013-12-18,425,429.75,423,425,71609,0
2013-12-19,429.5,431,424.25,430.5,87702,0
2013-12-20,431.75,434.25,427.5,433.25,85083,0
2013-12-23,433.5,436,431.75,434.25,58405,0
2013-12-24,432.75,435.75,431.75,434.5,23451,0
2013-12-25,434.5,434.5,434.5,434.5,44557.5,0
2013-12-26,426.5,433,426,426.25,65664,0
2013-12-27,426.5,429,426,427.5,44649,0
2013-12-30,423.5,426.75,423,423.5,50284,0
2013-12-31,421.75,423.5,421.25,422,65338,0
2014-01-01,422,422,422,422,94134,0
2014-01-02,420,427.25,418.5,420.5,122930,0
2014-01-03,423,424,417,423.5,98847,0
2014-01-06,427,428,423.5,427.75,87449,0
2014-01-07,425,430,425.25,426,111626,0
2014-01-08,416.5,427.75,414.75,417,210194,0
2014-01-09,412,416.75,408,412,213012,0
2014-01-10,430.25,433,406.25,432.75,349682,1
2014-01-13,434,435.5,430.5,434.5,205540,0
2014-01-14,431.25,434,427.25,431.5,146194,0
2014-01-15,425.5,431.5,425.5,425.75,106600,0
2014-01-16,426.5,430,425,428,121640,0
2014-01-17,424,428,422.25,424,87707,0
2014-01-20,424,424,424,424,102886,0
2014-01-21,425,425.75,421,425,118065,0
2014-01-22,427,429,424.5,426.25,104673,0
2014-01-23,429,431.25,425.75,429,142750,0
2014-01-24,429,430.25,425.5,429.5,118173,0
2014-01-27,431,432.75,427,431.75,120251,0
2014-01-28,430.75,433.75,430.75,432,107861,0
2014-01-29,427,431.75,427,427.5,138637,0
2014-01-30,432.25,434.5,427.25,433.5,161709,0
2014-01-31,433.75,434.5,431.25,434,122357,0
2014-02-03,435,438.75,433.25,435.75,155698,0
2014-02-04,440.75,442,434.5,441.75,170029,0
2014-02-05,442.25,444,439,443.25,159150,0
2014-02-06,442,447.25,441.25,443,178047,0
2014-02-07,443.25,445,440.5,444.25,160449,0
2014-02-10,442.5,449,440,443,235881,1
2014-02-11,440,444,437.25,441.5,203656,0
2014-02-12,439.75,445.75,439.25,440,194714,0
2014-02-13,440,442,439,440.5,157242,0
2014-02-14,443,446,438,445.25,165807,0
2014-02-17,445.25,445.25,445.25,445.25,144683,0
2014-02-18,449,450,444.5,449.5,123559,0
2014-02-19,453,454.5,448.25,453.75,215611,0
2014-02-20,455,456.5,451,455.75,168315,0
2014-02-21,453,456.5,450.25,453,121500,0
2014-02-24,450.5,452.75,445.5,451.5,113090,0
2014-02-25,454.5,456.25,448.25,455.75,89826,0
2014-02-26,455,459,453.75,455.5,85705,0
2014-02-27,448,458,447,448,117298,0
2014-02-28,449.75,458.75,447.75,457.5,32196,0
2014-03-03,466,476.25,457.25,464,18826,0
2014-03-04,477,477.5,458,476.75,9836,0
2014-03-05,476.25,481,472.25,475.25,5909,0
2014-03-06,479.5,487.25,473.75,485.75,4096,0
2014-03-07,489.25,495,478,481,6860,0
2014-03-10,479,481.25,470.25,472,1384,1
2014-03-11,471.75,480,468.25,478,1297,0
2014-03-12,477.75,484.5,472,484.25,1017,0
2014-03-13,484.5,486.25,477.5,484.25,1059,0
2014-03-14,484.5,484.75,480.5,472.25,308,0
2014-03-17,478,487.5,476.5,479,80299,0
2014-03-18,485,487,477,486.25,83423,0
2014-03-19,484.5,491.75,482.25,487.75,106192,0
2014-03-20,478.25,487.5,478,478.5,93461,0
2014-03-21,480,481,476,479,78469,0
2014-03-24,489.5,491,478.5,490,100632,0
2014-03-25,486,490,485,486.5,73962,0
2014-03-26,484.5,487.75,482.5,484.5,66288,0
2014-03-27,491,492.75,482,492,121597,0
2014-03-28,491,496.25,489,492,105703,0
2014-03-31,502,503.75,475.5,502,268614,0
2014-04-01,507.5,512.5,501.25,507.5,154709,0
2014-04-02,496.5,507.5,490.5,495.75,148504,0
2014-04-03,499,501,494,500,99048,0
2014-04-04,501,502.5,492.75,501.75,92665,0
2014-04-07,496.75,502.5,494.5,499.25,139716,0
2014-04-08,506.75,507.5,496.25,507,97125,0
2014-04-09,502.5,519,500,502.25,244427,1
2014-04-10,500,503,494,501.25,138328,0
2014-04-11,497.5,505.25,497.5,498.5,127635,0
2014-04-14,501.75,507,497.5,503,97615,0
2014-04-15,501.25,506.75,497.5,503.75,122258,0
2014-04-16,502,505,495.25,497.5,89232,0
2014-04-17,494,501.25,493,494.75,86183,0
2014-04-18,494.75,494.75,494.75,494.75,87722.5,0
2014-04-21,488.25,494,485.5,488.5,89262,0
2014-04-22,492.25,500,487.25,496.25,138750,0
2014-04-23,503,504.25,494.5,503.5,79483,0
2014-04-24,501,507.5,499.5,501.25,89163,0
2014-04-25,507,510.75,500.75,507,69182,0
2014-04-28,509.75,512.5,505.25,507.75,76132,0
2014-04-29,515,516,508.25,515.75,66809,0
2014-04-30,511.25,515.5,509,514,25233,0
2014-05-01,511,515.75,501,503.25,16025,0
2014-05-02,503.75,505.25,492,494,13999,0
2014-05-05,498,504.5,493.25,503.25,3009,0
2014-05-06,499,514,497.75,513,2805,0
2014-05-07,512,514,507,510.25,2497,0
2014-05-08,510.75,514,505,513.25,1613,0
2014-05-09,512,519.5,503,505,1982,1
2014-05-12,503,503,495.75,497.5,2158,0
2014-05-13,501.25,503.75,497,503.25,1892,0
2014-05-14,503.25,505.5,498,494.75,356,0
2014-05-15,485,497.25,481.75,484.25,128919,0
2014-05-16,483.5,487,480.25,483.5,85760,0
2014-05-19,478,482.5,476.25,477.25,110963,0
2014-05-20,472.5,481.25,473,473.5,102631,0
2014-05-21,474,476,472.5,474.5,83648,0
2014-05-22,476.75,482.5,472.5,476.75,102915,0
2014-05-23,479.25,480.5,475.5,478,74168,0
2014-05-26,478,478,478,478,80094.5,0
2014-05-27,469.5,475,469.25,469.75,86021,0
2014-05-28,472.5,473,466.5,472.5,89339,0
2014-05-29,468.25,472.75,467.25,469.5,115356,0
2014-05-30,465.5,473.5,465,465.75,112252,0
2014-06-02,463.5,470.5,460.25,465.5,145794,0
2014-06-03,457.5,465,456,458.25,103038,0
2014-06-04,456.25,460.5,454.25,456.25,81298,0
2014-06-05,449,458,448.5,449,102348,0
2014-06-06,456,459.75,447,459,147313,0
2014-06-09,450.5,457.5,445.5,451,146205,0
2014-06-10,445.5,455,444.75,445.5,126785,0
2014-06-11,440.5,449.75,439.25,441,169630,1
2014-06-12,444,445,439.5,444,141514,0
2014-06-13,445.5,449.75,443.75,447,118468,0
2014-06-16,440.75,449.5,440.25,441,109130,0
2014-06-17,438.25,441.5,435.5,438.75,87853,0
2014-06-18,441,443.75,438.5,441.5,83741,0
2014-06-19,450,450.75,441,450.5,102100,0
2014-06-20,452.25,453.75,446.25,453.25,88952,0
2014-06-23,445,457.75,444,444.5,80270,0
2014-06-24,442.5,445,439.5,443,80104,0
2014-06-25,441,443,440,441,105456,0
2014-06-26,442,446,440.75,442.75,98293,0
2014-06-27,440.5,444.5,440,443,99819,0
2014-06-30,424,443.75,422.5,424.25,26700,0
2014-07-01,423,423.75,416,422.75,8382,0
2014-07-02,421.5,423.25,416.25,418.5,5193,0
2014-07-03,419.25,420.25,416.25,417,2854,0
2014-07-04,417,417,417,417,2727,0
2014-07-07,412.25,413.25,405.5,409.25,2600,0
2014-07-08,410,411,407.25,408.25,3746,0
2014-07-09,407.5,408.75,400.75,404,2841,0
2014-07-10,404,406,399.25,400.5,2567,0
2014-07-11,402.5,403.5,394,399.75,1731,1
2014-07-14,397.75,408.75,390,390.25,472,0
2014-07-15,374,381.25,371,374,97534,0
2014-07-16,378.25,386.25,373.75,378.25,80428,0
2014-07-17,379,387.75,374.5,379.5,93240,0
2014-07-18,370.5,381.25,370.75,371.25,57834,0
2014-07-21,364,369,363,364,75330,0
2014-07-22,360,367,360,360.25,46669,0
2014-07-23,361.25,363.5,357.5,362.5,51920,0
2014-07-24,368,369,356.5,361.5,72737,0
2014-07-25,362,363.5,357,363,68544,0
2014-07-28,367,369.25,363,367.75,51802,0
2014-07-29,361,368.5,358.5,361.5,63004,0
2014-07-30,360.75,364.25,357.75,361.75,67742,0
2014-07-31,356.75,361.5,356.75,357,58924,0
2014-08-01,351.5,358.75,351.5,352.5,62972,0
2014-08-04,358,361.25,351.5,358.75,65316,0
2014-08-05,355.75,358.25,353,356.25,55724,0
2014-08-06,361,364,355.5,363.25,67162,0
2014-08-07,358.5,362.75,355.75,359.5,120368,0
2014-08-08,351.75,359.5,351.25,351.75,111948,0
2014-08-11,356,357.75,350.5,356.75,147520,0
2014-08-12,358,362,347.75,358.5,179326,1
2014-08-13,357,361,354.5,358,98329,0
2014-08-14,361.5,362.75,355,362,59865,0
2014-08-15,364.25,368,360.5,365.75,66913,0
2014-08-18,360,370,359.75,360.75,67270,0
2014-08-19,362,363.25,356.5,362.5,66673,0
2014-08-20,359,362,356.25,359.5,79941,0
2014-08-21,362,366,358,362.25,87718,0
2014-08-22,364.5,367,361.25,365.5,93509,0
2014-08-25,359.25,364.25,358.75,360,61919,0
2014-08-26,355,359.5,353.5,356,63106,0
2014-08-27,355.5,356.5,352.5,356,54367,0
2014-08-28,361,362,354.75,361.75,59752,0
2014-08-29,360.25,361.75,356,359,25726,0
2014-09-01,359,359,359,359,17985,0
2014-09-02,355.75,360.5,355,355.75,10244,0
2014-09-03,353,355,340.5,341.25,11104,0
2014-09-04,341,342.25,333.5,335.75,3380,0
2014-09-05,336.25,347.5,335.25,346.5,3120,0
2014-09-08,340.5,348,336.75,339.25,839,0
2014-09-09,338.75,338.75,334.75,336.25,1590,0
2014-09-10,336,340.75,335,338.75,1270,0
2014-09-11,338,338,329,331.75,1623,1
2014-09-12,333.5,335,330.25,339,319,0
2014-09-15,343,343.5,335.75,343,92132,0
2014-09-16,343.25,350.5,338.75,343.75,136430,0
2014-09-17,341,344.25,339.25,341.75,74580,0
2014-09-18,338,341.75,338,338.25,92727,0
2014-09-19,331.25,338.25,331.5,331.5,97001,0
2014-09-22,329.5,331.5,326.75,330.25,120227,0
2014-09-23,325,331,325.25,325.5,114939,0
2014-09-24,329,330,324.75,329.5,115711,0
2014-09-25,326,330.75,325.25,326,99950,0
2014-09-26,323,327,322.75,323,75561,0
2014-09-29,325.5,326.5,322,325.75,94543,0
2014-09-30,320.5,326.25,319.5,320.75,160374,0
2014-10-01,320.5,323.5,318.25,321.25,108255,0
2014-10-02,322.25,323.25,319.25,322.75,109462,0
2014-10-03,323,325.75,321,323.25,82971,0
2014-10-06,331.5,332.75,323.25,332.5,120986,0
2014-10-07,340,342.25,330.5,340.5,199994,0
2014-10-08,342.75,343.5,337.5,343.25,115460,0
2014-10-09,343.75,348,340.75,344.75,161146,0
2014-10-10,334,348.5,332.5,334,222217,1
2014-10-13,345.5,347.5,330.5,346,132985,0
2014-10-14,356,357.5,343,357,178876,0
2014-10-15,347.75,358.25,346.5,347.5,169897,0
2014-10-16,352,352.25,352.25,352.25,145775.5,0
2014-10-17,347.5,355.75,346.5,348,121654,0
2014-10-20,347.75,349,342,348.25,128775,0
2014-10-21,355.5,358.75,347,356,150051,0
2014-10-22,352,361,352.25,353,161412,0
2014-10-23,359,360.25,351,359.75,135255,0
2014-10-24,352.5,365,352.25,353,149468,0
2014-10-27,361.75,363.75,348.5,363,164341,0
2014-10-28,364,371.75,361.25,364.5,210675,0
2014-10-29,375,376,362.5,375.25,202118,0
2014-10-30,373,381,371.5,374,186249,0
2014-10-31,375,378,368,376.75,181142,0
2014-11-03,372,375.25,370.5,373.5,143406,0
2014-11-04,364.75,372.5,364,364.5,165665,0
2014-11-05,369.5,371.75,359,370.25,201828,0
2014-11-06,370,374.5,366.5,371.25,160802,0
2014-11-07,367,371.75,364.25,367.5,182535,0
2014-11-10,368.75,378.75,364.75,369.25,281859,1
2014-11-11,373.5,374.5,365.5,373.75,200240,0
2014-11-12,377,385,372.75,377.75,312288,0
2014-11-13,385,389,377,386.25,272058,0
2014-11-14,381.25,387,380.5,381.75,145821,0
2014-11-17,377.5,384.25,374.25,377.5,152334,0
2014-11-18,372,378.75,371.25,372,149688,0
2014-11-19,362.75,372,362.75,363.25,164631,0
2014-11-20,372.25,374.75,362.5,373.25,172440,0
2014-11-21,372,381.5,369.75,372.75,182648,0
2014-11-24,367,372.75,365.5,367.5,127099,0
2014-11-25,374,375.25,366.25,374.25,125101,0
2014-11-26,378.25,378.75,373.75,378.25,149493,0
2014-11-27,378.25,378.25,378.25,378.25,88299,0
2014-11-28,377,380.25,370.25,375.75,27105,0
2014-12-01,375,377.75,370.25,375.5,17948,0
2014-12-02,375,376.75,367.5,367.75,12844,0
2014-12-03,366,369.5,364.25,368.75,7155,0
2014-12-04,371.5,376.75,367.75,376,8793,0
2014-12-05,375.25,382.5,372.25,381.5,3273,0
2014-12-08,383,386.25,376.5,377.5,6782,0
2014-12-09,377.25,383.75,374.75,383,6792,0
2014-12-10,383.75,384.75,377.75,382.5,5010,1
2014-12-11,390,390.5,382.5,390,5011,0
2014-12-12,389.75,398.5,388,396.25,1503,0
2014-12-15,407.75,408.25,407,408.5,3951,0
2014-12-16,408,408.5,408.5,408.5,56444,0
2014-12-17,408.25,410,403.5,408.25,108937,0
2014-12-18,411,411,411,411,107748,0
2014-12-19,410,411.25,405,410.5,106559,0
2014-12-22,411,414.25,408.5,411.75,78931,0
2014-12-23,413.5,415.75,410.5,414,76490,0
2014-12-24,414.5,415,405.75,407.75,63406,0
2014-12-25,407.75,407.75,407.75,407.75,55576,0
2014-12-26,414,415,405.75,414.75,47746,0
2014-12-29,412,417,410.75,412.75,76938,0
2014-12-30,406,412.75,406,406.5,82252,0
2014-12-31,397,406.5,396,397,105482,0
2015-01-01,397,397,397,397,92950.5,0
2015-01-02,395,398.5,391.5,395.75,80419,0
2015-01-05,405,406.75,394.5,406,123787,0
2015-01-06,404.5,409.5,402.25,405,127141,0
2015-01-07,396.25,407.25,396,396.25,118376,0
2015-01-08,394,398.75,392.75,394.25,107528,0
2015-01-09,399,401.5,393,400.25,141151,0
2015-01-12,402,405,401.5,402,5347,1
2015-01-13,401.5,402,402,402,114538,0
2015-01-14,381.5,386.25,376,381,223729,0
2015-01-15,380,380,380,380,176792.5,0
2015-01-16,386,388,379.5,387,129856,0
2015-01-19,387,387,387,387,126575.5,0
2015-01-20,389.5,391,382.25,390.25,123295,0
2015-01-21,387.25,392.5,386.25,388,101862,0
2015-01-22,383.75,390.5,382.5,383.75,127302,0
2015-01-23,386,388.5,382,386.75,156736,0
2015-01-26,383.25,388.25,382.25,384,93557,0
2015-01-27,381,386,380,381.25,97902,0
2015-01-28,373,381.5,373,373.25,155024,0
2015-01-29,371.75,373.5,368,371.5,177448,0
2015-01-30,370,373,365.75,370,181030,0
2015-02-02,370,378.5,367.5,369.75,142773,0
2015-02-03,385,385.75,385.75,385.75,154426,0
2015-02-04,383,388.25,379.5,383.5,166079,0
2015-02-05,385.25,385.25,385.25,385.25,176895.5,0
2015-02-06,385,389.5,380,385.75,187712,0
2015-02-09,391.5,391.75,383.5,391.25,202497,0
2015-02-10,388,391.5,384.5,388,193425,1
2015-02-11,385.75,389.75,384,385.75,160889,0
2015-02-12,383,383,383,383,157582.5,0
2015-02-13,387,388.5,382.25,387.25,154276,0
2015-02-16,387.25,387.25,387.25,387.25,150774.5,0
2015-02-17,389,391,385,389.5,147273,0
2015-02-18,383.25,390.5,383,383.75,119900,0
2015-02-19,389.5,391.25,382.25,389.75,155100,0
2015-02-20,385,389.5,383.5,385.25,110094,0
2015-02-23,379,386,377.5,378.75,117013,0
2015-02-24,377.5,387,377.5,377.5,184212,0
2015-02-25,375.25,379.5,371.5,375.75,99723,0
2015-02-26,377.75,382.25,375,380,78536,0
2015-02-27,380,387.25,377,384.5,31115,0
2015-03-02,382.75,385.5,377.5,378.75,15869,0
2015-03-03,380.5,382.75,375.75,382,13321,0
2015-03-04,381,382.25,378,381.5,10520,0
2015-03-05,381.25,384.75,380,382.75,5937,0
2015-03-06,381,382.5,376.5,379.25,4283,0
2015-03-09,384.25,384.75,379.25,383.25,1867,0
2015-03-10,383,384.5,377,382.25,3996,1
2015-03-11,382.25,387.75,381.5,384,1510,0
2015-03-12,384,384.75,380,382.25,1239,0
2015-03-13,383.25,383.75,375.25,374,453,0
2015-03-16,379,382.25,375.5,379,138824,0
2015-03-17,371,379.75,370,371,166274,0
2015-03-18,375,375.25,367,374.75,133886,0
2015-03-19,373,380.5,370.5,373.5,141224,0
2015-03-20,384.25,387.5,372.75,385,201187,0
2015-03-23,389.75,391.75,385,390.25,149300,0
2015-03-24,392.75,393.75,388.5,393.25,126068,0
2015-03-25,394,395.75,391.5,395,135402,0
2015-03-26,391,397,389.25,391.25,136927,0
2015-03-27,390.75,393.5,389.25,391,120766,0
2015-03-30,394,395,390,394.5,159875,0
2015-03-31,376.5,398.5,375.5,376.25,331193,0
2015-04-01,381.25,382.25,374,381.75,205135,0
2015-04-02,386,388.5,378.25,386.5,165013,0
2015-04-03,386.5,386.5,386.5,386.5,119244,0
2015-04-06,384.75,390,383.5,385,73475,0
2015-04-07,383,383,383,383,136781,0
2015-04-08,379.25,385,376.75,379.25,200087,0
2015-04-09,378,380,375,378,178206,1
2015-04-10,377,379.5,374.25,377,180848,0
2015-04-13,370.5,376,370.25,370.5,172152,0
2015-04-14,373,374.75,370,373.5,160093,0
2015-04-15,376,379,370.5,376,205192,0
2015-04-16,376.5,377.75,373,376.25,108440,0
2015-04-17,379,380.75,375,379.75,141491,0
2015-04-20,377.75,381.75,375.75,378,116447,0
2015-04-21,373.25,377,371.25,373,162752,0
2015-04-22,372.5,374,369.25,372.5,126522,0
2015-04-23,371,378,370.25,370.75,169974,0
2015-04-24,364,371.25,363.75,364.5,125132,0
2015-04-27,360.5,365.25,360.5,360.75,102054,0
2015-04-28,361,363.5,359,361,99966,0
2015-04-29,363.75,364.5,359.5,363.75,69155,0
2015-04-30,366,367.75,360,362.5,18599,0
2015-05-01,361.5,363,357.5,359.75,5947,0
2015-05-04,362.25,360.75,356.75,358.75,3268,0
2015-05-05,355.75,361.75,354,361.25,4077,0
2015-05-06,361.75,369,361.75,366.5,2905,0
2015-05-07,365.5,366.25,357.25,357.75,3250,0
2015-05-08,357.75,359,356.5,358.5,1202,0
2015-05-11,359,361,357,358.25,630,0
2015-05-12,355.5,362,355.25,357,394,1
2015-05-13,356.25,359,352.75,356,570,0
2015-05-14,356.75,363.75,356,361,121,0
2015-05-15,365,371.5,362,365.5,163094,0
2015-05-18,367.5,368,368,368,164398,0
2015-05-19,362,368.5,360.25,362,165702,0
2015-05-20,360,362.5,358.5,360,146236,0
2015-05-21,364.5,366.5,359.75,365,160047,0
2015-05-22,361,367.75,359.75,360,145480,0
2015-05-25,360,360,360,360,152873,0
2015-05-26,355,362.5,354,355,160266,0
2015-05-27,349.25,356.5,348.75,349.5,166733,0
2015-05-28,353,355,348.25,353.5,147309,0
2015-05-29,351,357,350,351.5,129248,0
2015-06-01,352,354.25,348.25,352.25,127697,0
2015-06-02,358.5,359.5,351.75,359,166536,0
2015-06-03,359,364,357,359,208727,0
2015-06-04,363,364.5,356.5,363.5,135597,0
2015-06-05,360.25,367.25,359.75,360.5,194307,0
2015-06-08,364,366.25,360.5,365.25,157993,0
2015-06-09,364.75,368.5,362.5,365,209310,0
2015-06-10,357,366.5,356.75,357.25,331753,1
2015-06-11,356,360,354.5,356.5,228643,0
2015-06-12,352.25,356.75,352.25,353,207382,0
2015-06-15,349,353.25,346.75,348.25,247456,0
2015-06-16,354,354.25,347.5,354,237128,0
2015-06-17,359,361.25,353.75,359.25,187078,0
2015-06-18,357,361.25,356,358,167145,0
2015-06-19,353.25,358,351.75,353.25,150794,0
2015-06-22,359.75,360.5,350.5,360,158430,0
2015-06-23,366.5,368.75,360.5,367.5,174616,0
2015-06-24,366,371,363.25,366.5,168831,0
2015-06-25,376,377,363.5,376.5,148530,0
2015-06-26,385,390,375.5,385,162487,0
2015-06-29,383,391.75,381.75,383.25,121559,0
2015-06-30,412,415,382.75,414,34219,0
2015-07-01,406.5,417,403,413.75,17762,0
2015-07-02,412,422,409.75,419.75,8460,0
2015-07-03,419.75,419.75,419.75,419.75,8543.5,0
2015-07-06,411.25,419.5,409,418.5,8627,0
2015-07-07,411.75,416,407.75,415.75,6687,0
2015-07-08,414.75,420.75,411.75,416.25,5680,0
2015-07-09,420,425,416.5,421.25,5157,0
2015-07-10,420,431,418,427.25,1925,1
2015-07-13,428.25,434.25,424,433.5,1500,0
2015-07-14,433.75,436.25,423.25,424,712,0
2015-07-15,429.5,431.75,421,429.5,146536,0
2015-07-16,428.25,438.75,428.25,430,137455,0
2015-07-17,420,429.5,418.25,420.25,99861,0
2015-07-20,405.5,418.5,404.5,405,106342,0
2015-07-21,406.5,410.25,402.5,406.5,89043,0
2015-07-22,402.25,407.5,399.75,402.75,90227,0
2015-07-23,403,405.25,398.5,403.25,78800,0
2015-07-24,392.5,403.5,392,392.5,81299,0
2015-07-27,373,389.25,372.5,373,151089,0
2015-07-28,375,376,370,375,77768,0
2015-07-29,367.5,377.75,367,367.75,89506,0
2015-07-30,373.5,374.5,365.75,373.25,101864,0
2015-07-31,371,377.5,369.25,371,91978,0
2015-08-03,366,370.5,365,366.5,75758,0
2015-08-04,367.75,372.75,366.75,368.75,72449,0
2015-08-05,372.5,373.75,367.5,372.75,107572,0
2015-08-06,369.75,375,369.25,369.75,75429,0
2015-08-07,372,375,366.5,372.75,121900,0
2015-08-10,388,391.5,373.75,390.25,163255,0
2015-08-11,376.5,388.5,376,376.5,129898,0
2015-08-12,358.75,382.75,346.5,357.25,193078,1
2015-08-13,363,364.75,355.25,363.75,156678,0
2015-08-14,364,365.75,359.75,364,108362,0
2015-08-17,363,368,361.25,363.25,83984,0
2015-08-18,365.75,368.25,361.75,366.25,73545,0
2015-08-19,367,372,365.75,367.25,82348,0
2015-08-20,370.5,371.75,367,371,82443,0
2015-08-21,365.5,372.5,364,365.25,81827,0
2015-08-24,368,370.25,354,368.75,141048,0
2015-08-25,365.5,375,363.75,365.5,92260,0
2015-08-26,361,369,361.5,361.75,62935,0
2015-08-27,362,367.25,360.25,363.75,118412,0
2015-08-28,362,368.75,362.25,363.25,114820,0
2015-08-31,361.75,365.25,359.75,363.75,24782,0
2015-09-01,359,362.5,355.25,356,13869,0
2015-09-02,354,354,354,354,11153.6666666667,0
2015-09-03,347.75,347.75,347.75,347.75,8438.33333333333,0
2015-09-04,348,350.75,346.75,349.5,5723,0
2015-09-07,349.5,349.5,349.5,349.5,5227.5,0
2015-09-08,354.25,355.5,351,355,4732,0
2015-09-09,357.5,359.25,353.25,356.5,3799,0
2015-09-10,356,362.25,355.5,361.75,2086,0
2015-09-11,361.75,374.75,357,374.5,2234,1
2015-09-14,377.5,381,375,379,741,0
2015-09-15,390.5,395,388.75,390.5,127023,0
2015-09-16,385.25,391,383,386,124073,0
2015-09-17,380,385.5,379.25,379.75,89428,0
2015-09-18,377.25,382.5,376.5,377.25,113972,0
2015-09-21,384,385.5,375,384.5,138157,0
2015-09-22,380.25,384.5,377.25,380.5,113398,0
2015-09-23,382.5,384.5,379,383.25,88046,0
2015-09-24,381,384,379.25,381.5,93318,0
2015-09-25,388.5,389.5,381,389,128342,0
2015-09-28,387,392.5,383.75,386.75,127401,0
2015-09-29,389,389.5,385,389,117311,0
2015-09-30,388,394.5,383.5,387.75,252532,0
2015-10-01,387.75,393,385,388.75,122877,0
2015-10-02,388.75,391.5,384,389.25,151911,0
2015-10-05,393.25,394,388.75,393.5,103726,0
2015-10-06,398,399,391.75,398.25,179472,0
2015-10-07,395,399.75,393.75,395.75,136004,0
2015-10-08,391,395.75,390.5,391.25,118254,0
2015-10-09,382.75,394.25,381.5,382.75,252355,1
2015-10-12,380.75,385.25,380.25,380.75,123792,0
2015-10-13,384,384.75,379,384.5,134285,0
2015-10-14,378.5,386.75,378.5,379,127521,0
2015-10-15,375.5,379.5,375,375.5,113947,0
2015-10-16,377,378,372.5,376.75,130516,0
2015-10-19,372.75,377.5,372.5,373,107591,0
2015-10-20,377,377.75,372,376.75,154070,0
2015-10-21,380,381,375.5,380.75,195223,0
2015-10-22,378,383.5,377.5,378.25,119373,0
2015-10-23,379,380,375,379.75,159642,0
2015-10-26,384.5,385.75,378,384.5,183706,0
2015-10-27,380,387.5,379,380,194327,0
2015-10-28,376.75,380.75,375.75,376,139284,0
2015-10-29,379.5,380.5,375.5,380,132993,0
2015-10-30,382,383.75,378.75,382.25,135612,0
2015-11-02,376.5,381.75,376,376.5,157832,0
2015-11-03,380,382.25,375.75,380.5,233026,0
