Date,Open,High,Low,Close,Volume,Report
2015-11-04,380,383.5,376.5,380.5,221777,0
2015-11-05,374,379.75,373.75,374.5,224226,0
2015-11-06,373,375.25,370,373,198884,0
2015-11-09,366.75,375.5,366.5,366.75,269080,0
2015-11-10,359,367.75,356,359,406435,1
2015-11-11,362,363.5,359.5,362.25,247137,0
2015-11-12,361.5,363.5,359.25,362,238919,0
2015-11-13,358,362.25,358,358.25,153132,0
2015-11-16,360,360.75,357.25,360,121073,0
2015-11-17,362,362.5,358.25,362,169656,0
2015-11-18,361.5,364.25,358.5,361.75,218583,0
2015-11-19,363,365.5,360.25,364.25,152262,0
2015-11-20,363,366.5,362,363.25,168915,0
2015-11-23,369,367.5,360,367.25,149963,0
2015-11-24,365,367.25,364,364.25,137095,0
2015-11-25,365,366.5,364,366,126550,0
2015-11-26,366,366,366,366,98201,0
2015-11-27,365.25,365.75,358.75,359.25,69852,0
2015-11-30,366,366,359.25,365,31892,0
2015-12-01,367.75,368.75,364.5,367,9512,0
2015-12-02,367,367,363.5,364,4274,0
2015-12-03,363.75,371.25,361.25,370.25,11024,0
2015-12-04,370,376.5,369.75,376.25,4819,0
2015-12-07,375.75,376,368,368.5,3271,0
2015-12-08,370.5,371,367.25,370,2947,0
2015-12-09,371.75,376.75,368.5,371.75,3217,1
2015-12-10,373.5,379.25,371.75,377.25,2543,0
2015-12-11,378.5,378.75,372.75,373,2028,0
2015-12-14,373.5,381.75,373.5,381.75,903,0
2015-12-15,376.75,379.5,375.75,377.25,91641,0
2015-12-16,370.25,377.75,369.25,369.75,148573,0
2015-12-17,374.75,375,362.5,374.25,257355,0
2015-12-18,374.5,379.5,372.75,374.5,170593,0
2015-12-21,372,373,371.5,372,1843,0
2015-12-22,372,372,372,372,43757,0
2015-12-23,365,367.75,364.5,365.5,85671,0
2015-12-24,365.5,365.75,363.5,364.5,51661,0
2015-12-25,364.5,364.5,364.5,364.5,70717,0
2015-12-28,361,365.5,360.5,361,89773,0
2015-12-29,361.5,363,357,362.5,112101,0
2015-12-30,362.5,363.75,362.25,50.5,9444,0
2015-12-31,358.25,360.25,357.5,358.75,68098,0
2016-01-04,352,360,350.5,351.5,170742,0
2016-01-05,353,356,351.75,353,131960,0
2016-01-06,353.25,354.75,350.25,353.25,124631,0
2016-01-07,353,354.25,348.5,353,137217,0
2016-01-08,356.75,357.75,352.75,357,166521,0
2016-01-11,351.75,357.25,349.5,351.75,160604,0
2016-01-12,356,363.75,349.5,356.75,279985,1
2016-01-13,358,358,358,358,215933.5,0
2016-01-14,357.5,360.25,355.5,358,151882,0
2016-01-15,363,363.5,356,363.25,169959,0
2016-01-19,367.5,369.5,364,367.75,204664,0
2016-01-20,368.5,369.25,365.25,368.75,180893,0
2016-01-21,366.25,372,365.5,367,231438,0
2016-01-22,369,371.5,366.5,370.25,154634,0
2016-01-25,369.5,372.5,368,369.75,141452,0
2016-01-26,368.75,372,367,369.25,156481,0
2016-01-27,369,371,367.5,369.25,165294,0
2016-01-28,365,370.25,365,365.5,166085,0
2016-01-29,371,372.5,365,372,201077,0
2016-02-01,371,371.75,367.75,371.25,129483,0
2016-02-02,372.25,373.75,369,372.5,190795,0
2016-02-03,371,373.25,370.25,371,143070,0
2016-02-04,368.5,368.5,368.5,368.5,177301.5,0
2016-02-05,365.75,369.5,365.5,365.75,211533,0
2016-02-08,361.75,362.25,362.25,362.25,226262,0
2016-02-09,361,362.75,359.25,361,240991,1
2016-02-10,360.25,360.25,360.25,360.25,217271,0
2016-02-11,360.25,360.25,360.25,360.25,193551,0
2016-02-12,359,362,358.25,358.75,169831,0
2016-02-16,363,363,363,363,158189.5,0
2016-02-17,367,367.5,362,367.25,146548,0
2016-02-18,365,368,365.25,365.5,214234,0
2016-02-19,365,367.5,364.75,365.5,178432,0
2016-02-22,367.5,367.5,367.5,367.5,140870,0
2016-02-23,362,367.25,361.5,362,103308,0
2016-02-24,359,362.75,358.75,359.75,139649,0
2016-02-25,355.25,361.5,355,355.5,125257,0
2016-02-26,354.5,356.25,352.5,354.5,113427,0
2016-02-29,353.5,357,353,353.5,21576,0
2016-03-01,353.75,355,353,353.75,10558,0
2016-03-02,354,355.5,352.5,354.5,2201,0
2016-03-03,355.5,355.5,351.75,353.75,4021,0
2016-03-04,354,357.75,353.5,354.5,2248,0
2016-03-07,355,358.5,354.5,355,1174,0
2016-03-08,354.5,361,354.25,358.75,1194,0
2016-03-09,358.25,360,356,359,1744,1
2016-03-10,365,363,357.75,362.5,773,0
2016-03-11,362.5,366.25,362.25,366,1779,0
2016-03-14,364.75,367.75,364.25,364.5,387,0
2016-03-15,367.5,369.25,366.25,368.25,100363,0
2016-03-16,368,368.5,366,368.5,95523,0
2016-03-17,367.5,372,366.5,368.5,185594,0
2016-03-18,366.75,369.25,366,367,87737,0
2016-03-21,369,370,365.75,369.5,99786,0
2016-03-22,369.75,371.75,368.75,370,138757,0
2016-03-23,368.5,370,366,368.5,116948,0
2016-03-24,370,370.25,367.25,370,130500,0
2016-03-28,370.5,372,367.75,370.5,118085,0
2016-03-29,372,373,368.5,373,149699,0
2016-03-30,367,374,366.75,367,194110,0
2016-03-31,351.5,367.25,347.5,351.5,501024,0
2016-04-01,354,354.5,347.25,354,249214,0
2016-04-04,353.75,355,350.75,354.5,168371,0
2016-04-05,356.5,357,353.5,356.75,192268,0
2016-04-06,358,359,355,358,159620,0
2016-04-07,361.25,362,357.5,361.5,254644,0
2016-04-08,361.75,362.75,359,362.25,205697,0
2016-04-11,356.75,362.25,356,356.75,230500,0
2016-04-12,361,365.5,356.75,362.75,320145,1
2016-04-13,373,374.75,363,373.5,368846,0
2016-04-14,373,374.5,369.75,374,277581,0
2016-04-15,377.5,380.5,372,378.5,281613,0
2016-04-18,379,384,375,381,208559,0
2016-04-19,384,386,380,384.5,262913,0
2016-04-20,395.75,395.5,383.25,394.75,205105,0
2016-04-21,383.25,402,383.25,384.5,175360,0
2016-04-22,371.75,384.25,370.5,371.75,152162,0
2016-04-25,375.25,385,368.5,377,88662,0
2016-04-26,382,383,374,382.25,81786,0
2016-04-27,380,382.75,377,380.75,64712,0
2016-04-28,385,390.75,378.75,387,63802,0
2016-04-29,391.5,392,385,390.25,19306,0
2016-05-02,388.75,391,383.5,390.25,7711,0
2016-05-03,389.5,393.5,375.75,378.25,5385,0
2016-05-04,376.5,377.5,372.5,373.25,9837,0
2016-05-05,374.5,376.75,368.5,371.75,2438,0
2016-05-06,372.25,377.5,372.25,376,1521,0
2016-05-09,379.5,379.5,367,367.75,1007,0
2016-05-10,367.75,383,367,378.5,841,1
2016-05-11,378,381,371.75,374,1093,0
2016-05-12,374.75,386,374.5,385.25,781,0
2016-05-13,380.25,385.5,380.25,390.75,285,0
2016-05-16,392.5,394.25,386.25,394,154138,0
2016-05-17,397,398,391.75,397,179590,0
2016-05-18,397.25,400.5,394,399.5,173978,0
2016-05-19,390,397.75,385.5,390,219581,0
2016-05-20,394.25,396.75,389,394.5,170599,0
2016-05-23,397.75,399.25,391,397.75,145355,0
2016-05-24,396.75,403.25,394.5,397.5,149817,0
2016-05-25,404,405,395.75,404.75,154498,0
2016-05-26,408,409.25,400,408.25,206335,0
2016-05-27,412.25,413.5,406.5,412.75,163672,0
2016-05-31,404,413,404,404.75,186137,0
2016-06-01,413,414,401,413.75,186024,0
2016-06-02,413.5,419.5,412.5,415.25,208340,0
2016-06-03,418,419.25,410.5,418.25,168767,0
2016-06-06,427,427.5,419.25,427.25,204284,0
2016-06-07,427.5,428,422.5,427.75,246313,0
2016-06-08,428.5,439.25,426.5,431.25,318447,0
2016-06-09,427,430.25,423.25,426.5,240043,0
2016-06-10,424,437,420,423,270454,1
2016-06-13,429.25,438,427.5,430,279636,0
2016-06-14,436,436.75,423.5,436.5,219399,0
2016-06-15,429.25,439,428.5,429,175244,0
2016-06-16,425.25,429.75,420.5,425.25,182612,0
2016-06-17,437.5,438.25,423.5,437.75,166751,0
2016-06-20,421,435.75,420.5,421.25,189374,0
2016-06-21,397,422.25,396.25,396.25,259718,0
2016-06-22,393,401,392.25,393,177171,0
2016-06-23,387.25,392.75,384,387.25,132071,0
2016-06-24,376.25,390,373.5,384.5,146844,0
2016-06-27,389.5,392,383,385.25,88474,0
2016-06-28,384.75,398.25,382.5,385.25,94415,0
2016-06-29,372,387.25,372.25,372.75,87901,0
2016-06-30,374,377.5,355.75,358.75,35074,0
2016-07-01,357.25,361.5,352,353,6565,0
2016-07-05,348,350.5,333.75,344,4662,0
2016-07-06,344.75,346.5,333,335.75,4133,0
2016-07-07,338.5,348,334.5,335.5,2451,0
2016-07-08,337.25,349,336.75,349.75,1158,0
2016-07-11,353.75,354.75,341.75,343.75,1164,0
2016-07-12,343,350.25,339.75,349.75,388,1
2016-07-13,353,372.75,348.5,357.75,673,0
2016-07-14,369.5,374.5,360,352.25,223,0
2016-07-15,352.25,361,343,357,94795,0
2016-07-18,344.75,356.5,341.5,341.75,76193,0
2016-07-19,338,346.5,335,337.5,97473,0
2016-07-20,334.25,341.75,332.75,334.25,81204,0
2016-07-21,334,336.75,326.75,335,90173,0
2016-07-22,334,336.75,326.75,334.75,90173,0
2016-07-25,332.75,336.5,331,332.5,77809,0
2016-07-26,334.75,338,331.75,335.75,69348,0
2016-07-27,331,338.5,329,331.25,71896,0
2016-07-28,333.75,335,328.75,334.5,88267,0
2016-07-29,333.75,335,328.75,325.75,88267,0
2016-08-01,322,327.5,319.5,324.25,99672,0
2016-08-02,325,328.75,322.25,325,74406,0
2016-08-03,320.5,326.75,320.5,320.75,70921,0
2016-08-04,324,325,320,324.25,117937,0
2016-08-05,324,325,320,325.25,117937,0
2016-08-08,322.5,326.75,322,322.25,95944,0
2016-08-09,322,325.5,321.25,322.5,128910,0
2016-08-10,320.5,323.75,320.5,321,104000,0
2016-08-11,320.5,323.75,320.5,322.25,104000,0
2016-08-12,320.25,323,312,326.5,130151,1
2016-08-15,327.5,329,324.25,327.5,63282,0
2016-08-16,330.25,330.75,327,330.25,90626,0
2016-08-17,331.75,333,326.5,332,62512,0
2016-08-18,332.5,334.75,330,334.25,75930,0
2016-08-19,332.5,334.75,330,333.25,75930,0
2016-08-22,328.25,333,326.5,328.5,62240,0
2016-08-23,327,330.5,325.5,327.5,59855,0
2016-08-24,323,328.5,322.25,323.5,73826,0
2016-08-25,316,325.25,315.75,316.25,73781,0
2016-08-26,316,325.25,315.75,311.75,73781,0
2016-08-29,304,312.75,303.5,304,123102,0
2016-08-30,302,307.25,301,301.5,23760,0
2016-08-31,305,311.5,301.75,311,11373,0
2016-09-01,311,317.75,311,316.5,3337,0
2016-09-02,311,317.75,311,316.75,3337,0
2016-09-06,313.5,317.25,312.5,316.75,2437,0
2016-09-07,316.25,322,315,321,2424,0
2016-09-08,322,326.75,322,327,1475,0
2016-09-09,324.75,330.5,323.75,330,748,0
2016-09-12,329.25,330.25,326,329.25,1200,1
2016-09-13,329.25,330,320.25,319.25,709,0
2016-09-14,329.25,330,320.25,331.75,709,0
2016-09-15,329,334.75,327.5,330,121819,0
2016-09-16,336,338.25,327.5,337,149706,0
2016-09-19,336.5,340,332.25,337.25,128816,0
2016-09-20,340,342.25,335,340.5,116501,0
2016-09-21,339.75,341,338,340,91916,0
2016-09-22,336.25,341.5,334.75,336.75,112766,0
2016-09-23,335.75,338.5,333.75,336.5,138018,0
2016-09-26,329,336.5,328.5,329,147822,0
2016-09-27,331.25,332.5,327.25,331.75,137152,0
2016-09-28,329.25,332.5,328.75,329.25,96550,0
2016-09-29,329,333.5,328,329.25,106191,0
2016-09-30,336,337.5,325,336.75,243769,0
2016-10-03,345.5,347.75,335.25,346,218596,0
2016-10-04,347.75,349,343.5,348.25,143473,0
2016-10-05,347,349.25,345.25,347.75,129279,0
2016-10-06,340.5,347.75,338.5,340.5,169206,0
2016-10-07,339.5,344.75,339.5,339.75,163334,0
2016-10-10,342.75,344.25,339.25,343.25,102108,0
2016-10-11,345,347,341,345.5,137172,0
2016-10-12,337.5,348.5,336.5,337,202555,1
2016-10-13,349,349.75,337.25,349.5,205775,0
2016-10-14,353,358.75,348.75,354.25,260828,0
2016-10-17,354,357.75,350.25,354,136378,0
2016-10-18,354,357.5,351.5,353.75,130050,0
2016-10-19,357.5,358,351,357.5,153689,0
2016-10-20,351.75,359.25,349.25,351,160824,0
2016-10-21,351.75,354.25,350.5,352.5,104711,0
2016-10-24,347.75,354.5,346.25,348.25,141504,0
2016-10-25,349.5,352.25,347.25,349.25,111220,0
2016-10-26,354,355.75,349,354,153884,0
2016-10-27,357,358.5,352.25,357.5,182647,0
2016-10-28,355,358.25,354.25,355,109665,0
2016-10-31,354.25,358,352.25,354.75,153915,0
2016-11-01,348.75,354.75,347.25,349,199043,0
2016-11-02,346.5,350.5,344.25,346.25,202995,0
2016-11-03,348,348.75,345,348,123458,0
2016-11-04,347.5,349.75,345.5,348.75,108935,0
2016-11-07,346,349.5,345,346.25,173850,0
2016-11-08,353,356.5,345,354.25,317148,0
2016-11-09,341.25,355,340.5,340.75,298670,1
2016-11-10,343,346.5,340.25,343.5,242274,0
2016-11-11,340.5,345,339,340.25,185910,0
2016-11-14,337,341,335.5,337.25,165800,0
2016-11-15,341.5,342.25,335.75,341.5,173657,0
2016-11-16,339.25,343.5,338.5,338.5,125827,0
2016-11-17,342,343.5,338.25,342,169591,0
2016-11-18,345.75,346.75,340.5,345.5,151473,0
2016-11-21,349,350,344.75,349.75,142810,0
2016-11-22,350,351.75,346,351,161989,0
2016-11-23,350,351,346.5,350.75,152562,0
2016-11-25,349.75,350.75,348.5,349.25,146522,0
2016-11-28,348,353,346.75,348.5,178026,0
2016-11-29,335.5,348.25,335.5,336.75,176021,0
2016-11-30,336.25,341.75,336,336.75,31074,0
2016-12-01,336.75,338.25,331,331.75,8482,0
2016-12-02,332.75,338,332.75,337.5,7342,0
2016-12-05,337.5,350,337.5,349.5,3841,0
2016-12-06,350.25,354,348.25,351,2465,0
2016-12-07,348.75,351,347.25,350.5,2348,0
2016-12-08,350.75,352.75,344.25,346.5,1914,0
2016-12-09,349,352.5,344.5,352.5,1723,1
2016-12-12,351,355,349.75,354.5,1998,0
2016-12-13,355.25,359,353.5,356.25,1367,0
2016-12-14,355.25,359,353.5,362,1367,0
2016-12-15,356.25,363,356.25,356.5,126324,0
2016-12-16,356.5,359,353.5,356.25,102543,0
2016-12-19,353,356.75,351.5,353.25,83008,0
2016-12-20,350,353.75,349.25,350.25,93937,0
2016-12-21,347.5,351.25,346.75,347.25,93326,0
2016-12-22,347,348,346,347.25,86442,0
2016-12-23,346.75,347.75,345.5,345.75,73262,0
2016-12-27,354.5,356,346.25,355,117382,0
2016-12-28,348,354.75,347.25,348.25,108944,0
2016-12-29,349.5,351,347.5,349.75,78856,0
2016-12-30,351.5,353,347.75,352,99748,0
2017-01-03,355.25,358.5,351.5,355.75,158650,0
2017-01-04,359.5,360,354.75,359.75,155129,0
2017-01-05,361,362.75,358.5,361.25,178734,0
2017-01-06,358,362.5,356.75,358,150425,0
2017-01-09,359.5,360.75,355.25,360,164200,0
2017-01-10,357.75,359.5,357.25,358.25,115352,0
2017-01-11,357,358.25,352,357.25,191240,0
2017-01-12,358,360,353,358.25,244933,1
2017-01-13,358,359.5,355.25,358.5,153287,0
2017-01-17,364.5,366.5,358.5,365.5,299063,0
2017-01-18,364.25,367.75,362.75,365,194790,0
2017-01-19,366,367.5,362.75,366.25,156137,0
2017-01-20,369,370,365,369.75,189008,0
2017-01-23,369.5,370,367.5,369.5,129800,0
2017-01-24,363,371,362.25,363.25,181890,0
2017-01-25,365.75,366.75,361,366.25,130743,0
2017-01-26,363,366.75,362,363.75,101483,0
2017-01-27,362.75,364.25,360.5,362.5,114628,0
2017-01-30,358,361.75,355.75,357.75,162181,0
2017-01-31,359.5,361.25,357.75,359.75,127131,0
2017-02-01,367.25,368.5,358,368.25,221378,0
2017-02-02,367,369.75,366.25,367.5,144008,0
2017-02-03,365.25,367.75,364,365.25,115702,0
2017-02-06,363.75,368.75,362.5,363.75,109510,0
2017-02-07,368.25,369,362.5,368.5,173207,0
2017-02-08,369.75,371,366.5,370.75,187851,0
2017-02-09,368.5,372.75,367.5,369.5,278720,1
2017-02-10,374,375.5,368.5,374.5,233920,0
2017-02-13,374,375.25,373,374.25,162429,0
2017-02-14,378,379,371.75,378.75,206588,0
2017-02-15,373.5,380,373,373.5,187980,0
2017-02-16,368.75,373.25,368,368.25,176898,0
2017-02-17,368.5,373.25,368,368.25,176898,0
2017-02-21,369.25,370.75,366.5,369.25,160749,0
2017-02-22,370.75,372.75,369.25,371,118896,0
2017-02-23,366,371.75,365.25,365.5,151685,0
2017-02-24,365,366.75,362.5,364,181299,0
2017-02-27,360.25,365.5,359.5,360.25,208153,0
2017-02-28,367,378.75,361.25,366.75,39898,0
2017-03-01,369.25,376,365.75,375.75,10739,0
2017-03-02,372.75,375.75,370.5,372.75,10551,0
2017-03-03,374.25,375.5,371.25,374.75,3778,0
2017-03-06,376,377,371,372.75,3515,0
2017-03-07,373,373.25,367.5,369.5,4250,0
2017-03-08,368.25,370.25,365,365.25,7048,0
2017-03-09,365,366.5,359.25,359.75,1999,1
2017-03-10,359,360.25,356,358,1739,0
2017-03-13,356.5,358.75,353.5,354.5,1637,0
2017-03-14,354,358.25,353,353.75,518,0
2017-03-15,363.5,364.75,362,363.5,97601,0
2017-03-16,366,367,363.5,366,102119,0
2017-03-17,367.25,367.75,364.5,367.5,82555,0
2017-03-20,363.25,370.75,363,363.5,134208,0
2017-03-21,361,364,359.25,361.25,143182,0
2017-03-22,358.25,361.75,358.25,358.75,125392,0
2017-03-23,357,359.75,356.25,356.75,115146,0
2017-03-24,356.25,358,355.25,356.25,101102,0
2017-03-27,355.75,358.25,354.25,355.75,131405,0
2017-03-28,356.75,358.75,355.75,357.75,105630,0
2017-03-29,358,360.75,356.5,358.5,125610,0
2017-03-30,357.5,358.75,356.75,357.5,89553,0
2017-03-31,364,366.75,355,364.25,285282,0
2017-04-03,367,371.75,365.5,367.75,211917,0
2017-04-04,363,369.75,362.75,363,140591,0
2017-04-05,364.25,365.75,361.5,364.75,124454,0
2017-04-06,360.25,365.5,360,360.75,115559,0
2017-04-07,360,361.75,357.25,359.5,199932,0
2017-04-10,365,367,359,367,191561,0
2017-04-11,366.5,369,362.25,366.5,227008,1
2017-04-12,368.75,371.5,366.25,369,202294,0
2017-04-13,370.75,373,368.5,371,235728,0
2017-04-17,366.75,372,365.5,366.5,125614,0
2017-04-18,361,368,360.75,361.75,172137,0
2017-04-19,361.25,365.25,360.5,361.75,164525,0
2017-04-20,357.25,363.75,357.25,357.75,149584,0
2017-04-21,357,358.75,354.25,357,159992,0
2017-04-24,359.25,360.5,356.25,359.25,124732,0
2017-04-25,363,368.25,356.25,365,156080,0
2017-04-26,359,367.25,358.25,359,172059,0
2017-04-27,360.75,364,358.5,362,133484,0
2017-04-28,363,361.25,355.5,358,30659,0
2017-05-01,365,370.5,361.75,369.25,8976,0
2017-05-02,357,369.75,362.25,364,4395,0
2017-05-03,363.5,367.5,362.25,366.25,4165,0
2017-05-04,367,367.5,357.5,358,2961,0
2017-05-05,359,365.5,359,361.75,2388,0
2017-05-08,360.5,360.5,356.5,356.75,1897,0
2017-05-09,358.25,360.5,357.25,358.25,1631,0
2017-05-10,358.75,365,358.25,365.25,1015,1
2017-05-11,363.25,364.25,360.25,360.5,340,0
2017-05-12,361,362,360,371,205,0
2017-05-15,367.5,371.75,367.25,367.75,109353,0
2017-05-16,367.25,368.75,365.25,367.75,104377,0
2017-05-17,371,372.25,366.25,371.5,133085,0
2017-05-18,366,371.5,364.25,366,184740,0
2017-05-19,371.75,373,366,372.5,190621,0
2017-05-22,375,377.5,371.75,375,159786,0
2017-05-23,370,375.75,369,369.5,168280,0
2017-05-24,371,371.5,368.75,371.25,90276,0
2017-05-25,369.25,373,368.75,369.25,99871,0
2017-05-26,374,374.75,368.75,374.25,113520,0
2017-05-30,367,373.75,366.25,367,190405,0
2017-05-31,371,376.5,369,372,243760,0
2017-06-01,370,373.75,367.5,370.5,161024,0
2017-06-02,371.75,374.75,369.5,372.75,114144,0
2017-06-05,372.75,375.5,372,373,176356,0
2017-06-06,378,379.75,371.25,377.25,238289,0
2017-06-07,385,387,378.25,384.75,482695,0
2017-06-08,384.5,391.75,384.25,385.75,369203,0
2017-06-09,387.25,389.5,380.75,387.75,240618,1
2017-06-12,377,387.25,376.25,377.25,333169,0
2017-06-13,381,383.75,377.5,381,213077,0
2017-06-14,376.5,385,376.75,377,183900,0
2017-06-15,377.5,382,370,379.5,253445,0
2017-06-16,383.75,384.5,377,384,194053,0
2017-06-19,375.5,381.5,375.25,375.25,215498,0
2017-06-20,370,377.5,369.25,370,182300,0
2017-06-21,368.5,373.5,368.25,368.75,143466,0
2017-06-22,362.5,369.25,362.5,362.75,161284,0
2017-06-23,358.25,364.75,356.5,357.75,224348,0
2017-06-26,359,361.75,357.25,359,184341,0
2017-06-27,359,364.25,359.25,359.25,188447,0
2017-06-28,355.5,360.5,356.75,356.75,196726,0
2017-06-29,360,362.25,356.25,359.75,159167,0
2017-06-30,364,372.5,359.5,370.5,22999,0
2017-07-03,373.25,385.25,373,378,10155,0
2017-07-05,379.5,383.25,374.75,381.75,7379,0
2017-07-06,380,381.25,375,380.25,4854,0
2017-07-07,379,386.75,378.25,382.25,2865,0
2017-07-10,387.75,392.25,387.75,391.75,1412,0
2017-07-11,393.25,394.5,387,392.25,1711,0
2017-07-12,388,391.25,376,376.25,898,1
2017-07-13,369,376.25,360,361,501,0
2017-07-14,369,369,369,376.25,132,0
2017-07-17,375.75,378.75,370.5,375,102548,0
2017-07-18,380.75,388.75,375.25,377,140024,0
2017-07-19,376.5,389,374.25,382.5,128371,0
2017-07-20,382.5,393.25,380.5,391,131810,0
2017-07-21,390.5,391,378.5,379.75,130249,0
2017-07-24,375.5,377.5,371,377.25,112934,0
2017-07-25,382,383.75,368.5,368.75,105744,0
2017-07-26,368.5,373.25,366,372.75,92313,0
2017-07-27,374,377.25,373,374.25,67012,0
2017-07-28,373.75,377,373,374.25,59070,0
2017-07-31,371,372.25,367.5,370.75,66954,0
2017-08-01,369.25,371.5,362,362.5,92409,0
2017-08-02,364.5,367.25,363.75,365,78624,0
2017-08-03,365,367.25,361.25,363.5,143599,0
2017-08-04,363.5,368,363.25,366.5,87613,0
2017-08-07,368.75,372.5,368.25,372.25,120452,0
2017-08-08,372.5,374.25,368.25,369.75,154908,0
2017-08-09,369,372.5,368.75,372.25,155079,0
2017-08-10,371.75,375.5,356.5,357.25,295092,1
2017-08-11,358.75,361.5,357.25,360.75,106806,0
2017-08-14,358.75,363,356,362.75,82371,0
2017-08-15,361,361,354,355.25,97075,0
2017-08-16,355,356.75,349.25,352.5,141711,0
2017-08-17,352.5,353.75,349.5,350.5,75625,0
2017-08-18,350,352.5,349.75,352,124737,0
2017-08-21,350.5,350.75,346.5,349,84479,0
2017-08-22,349,351,346,346,103780,0
2017-08-23,346.25,348.75,341.5,342,71293,0
2017-08-24,341.5,342.75,340.25,342,87962,0
2017-08-25,342,342.75,338,338.75,108943,0
2017-08-28,338.75,340.25,335.5,336,90976,0
2017-08-29,335.5,336,332,333.5,114056,0
2017-08-30,333,334,329,329.5,152717,0
2017-08-31,329.25,342.75,328.5,342.25,14093,0
2017-09-01,341.5,345.5,338,340,7646,0
2017-09-05,343.25,345.75,341.25,344.25,4571,0
2017-09-06,343.75,347.25,342,347,2849,0
2017-09-07,346.75,346.75,341.75,341.75,1744,0
2017-09-08,342.25,345.5,342.25,344.25,775,0
2017-09-11,345.25,346.5,342.75,345.5,754,0
2017-09-12,346,346,336,340,447,1
2017-09-13,339.5,344.25,339.25,338.5,246,0
2017-09-14,343.25,343.25,343.25,341.75,48,0
2017-09-15,353.5,355.5,352.5,354.75,109791,0
